,Date,Open,High,Low,Close,Adj Close,Volume,daily_return
0,2020-01-02,67.42050170898438,68.43399810791016,67.32450103759766,68.43399810791016,68.43399810791016,27278000,
1,2020-01-03,67.4000015258789,68.6875,67.36599731445312,68.07599639892578,68.07599639892578,23408000,-0.005231342883399326
2,2020-01-06,67.58149719238281,69.91600036621094,67.55000305175781,69.8905029296875,69.8905029296875,46768000,0.026654131070351195
3,2020-01-07,70.02300262451172,70.17500305175781,69.5780029296875,69.75550079345703,69.75550079345703,34330000,-0.0019316234763153695
4,2020-01-08,69.74099731445312,70.59249877929688,69.63150024414062,70.25199890136719,70.25199890136719,35314000,0.007117691110558599
5,2020-01-09,71.09649658203125,71.43399810791016,70.510498046875,70.989501953125,70.989501953125,33200000,0.010497965371679463
6,2020-01-10,71.47350311279297,71.74700164794922,70.9800033569336,71.447998046875,71.447998046875,26258000,0.00645864643553562
7,2020-01-13,71.76249694824219,72.0739974975586,71.26850128173828,72.00150299072266,72.00150299072266,30730000,0.0077469622519656944
8,2020-01-14,72.0,72.13150024414062,71.38849639892578,71.52950286865234,71.52950286865234,26076000,-0.006555420407420187
9,2020-01-15,71.6510009765625,72.03900146484375,71.58300018310547,71.95999908447266,71.95999908447266,21550000,0.006018442720213235
10,2020-01-16,72.27249908447266,72.53500366210938,72.0,72.50800323486328,72.50800323486328,26080000,0.007615399629832265
11,2020-01-17,73.12699890136719,74.02749633789062,72.82749938964844,73.97599792480469,73.97599792480469,52424000,0.02024596767871789
12,2020-01-21,73.94999694824219,74.49400329589844,73.510498046875,74.11250305175781,74.11250305175781,48930000,0.0018452623929707812
13,2020-01-22,74.48650360107422,75.02899932861328,74.13300323486328,74.19349670410156,74.19349670410156,28458000,0.0010928473470555033
14,2020-01-23,74.37750244140625,74.67500305175781,74.01599884033203,74.2344970703125,74.2344970703125,26650000,0.0005526140164879845
15,2020-01-24,74.64099884033203,74.70999908447266,73.15899658203125,73.30850219726562,73.30850219726562,29786000,-0.012473915896133891
16,2020-01-27,71.5770034790039,71.8290023803711,70.9749984741211,71.58650207519531,71.58650207519531,34132000,-0.02348977363412208
17,2020-01-28,72.08699798583984,72.73999786376953,71.51799774169922,72.5250015258789,72.5250015258789,29724000,0.01311000570607268
18,2020-01-29,72.9229965209961,73.20700073242188,72.26950073242188,72.83499908447266,72.83499908447266,21566000,0.004274354389129265
19,2020-01-30,71.90499877929688,72.76249694824219,71.75,72.7125015258789,72.7125015258789,27110000,-0.0016818502112107003
20,2020-01-31,73.39299774169922,73.4834976196289,71.35299682617188,71.63899993896484,71.63899993896484,43822000,-0.014763645375781675
21,2020-02-03,73.0824966430664,74.31500244140625,72.83049774169922,74.12999725341797,74.12999725341797,71636000,0.034771525517879986
22,2020-02-04,72.72450256347656,73.36699676513672,71.10150146484375,72.27050018310547,72.27050018310547,95880000,-0.025084272753386094
23,2020-02-05,73.18049621582031,73.22899627685547,71.48400115966797,72.30249786376953,72.30249786376953,36376000,0.0004427488474965102
24,2020-02-06,72.5989990234375,74.0780029296875,72.52400207519531,73.79850006103516,73.79850006103516,37822000,0.02069087848229456
25,2020-02-07,73.36949920654297,74.26249694824219,73.27050018310547,73.95549774169922,73.95549774169922,28360000,0.0021273830841306296
26,2020-02-10,73.86150360107422,75.44400024414062,73.76000213623047,75.43299865722656,75.43299865722656,38302000,0.019978243141405727
27,2020-02-11,75.66349792480469,76.49400329589844,75.27249908447266,75.50299835205078,75.50299835205078,34852000,0.000927971790466664
28,2020-02-12,75.79299926757812,76.01499938964844,75.43350219726562,75.93150329589844,75.93150329589844,31042000,0.005675336783973028
29,2020-02-13,75.5,76.29750061035156,75.19999694824219,75.66950225830078,75.66950225830078,22914000,-0.0034504919068526485
30,2020-02-14,75.72650146484375,76.00250244140625,75.27749633789062,75.9365005493164,75.9365005493164,23198000,0.0035284795465446717
31,2020-02-18,75.71700286865234,76.52799987792969,75.55049896240234,75.97200012207031,75.97200012207031,25642000,0.00046749023851644367
32,2020-02-19,76.36000061035156,76.53700256347656,76.04900360107422,76.24349975585938,76.24349975585938,22746000,0.003573680215774422
33,2020-02-20,75.95050048828125,76.35350036621094,75.21299743652344,75.84950256347656,75.84950256347656,25962000,-0.005167616828246846
34,2020-02-21,75.22899627685547,75.54750061035156,73.92449951171875,74.1729965209961,74.1729965209961,42520000,-0.022103059160835548
35,2020-02-24,71.15249633789062,71.81900024414062,70.3395004272461,70.99299621582031,70.99299621582031,49560000,-0.04287274957639897
36,2020-02-25,71.55000305175781,71.84249877929688,69.02100372314453,69.31600189208984,69.31600189208984,51580000,-0.02362196854788845
37,2020-02-26,69.7490005493164,70.68350219726562,68.82749938964844,69.52349853515625,69.52349853515625,49776000,0.0029934883346189878
38,2020-02-27,67.95700073242188,68.47000122070312,65.71199798583984,65.74749755859375,65.74749755859375,62290000,-0.05431258576052633
39,2020-02-28,63.71549987792969,67.12249755859375,63.41049957275391,66.9625015258789,66.9625015258789,80198000,0.018479851133533343
40,2020-03-02,67.56950378417969,69.37349700927734,66.26000213623047,69.31600189208984,69.31600189208984,55430000,0.03514654190900246
41,2020-03-03,69.88400268554688,70.40950012207031,66.46199798583984,66.88600158691406,66.88600158691406,56602000,-0.03505684457910263
42,2020-03-04,67.947998046875,69.13899993896484,66.8499984741211,69.08000183105469,69.08000183105469,47598000,0.03280208402485618
43,2020-03-05,67.27749633789062,67.68150329589844,65.08200073242188,65.73799896240234,65.73799896240234,54380000,-0.04837873161650608
44,2020-03-06,63.497501373291016,65.13749694824219,62.86050033569336,64.78700256347656,64.78700256347656,64640000,-0.014466464053304762
45,2020-03-09,60.24800109863281,62.63650131225586,59.902000427246094,60.78950119018555,60.78950119018555,69252000,-0.06170221209685345
46,2020-03-10,62.71950149536133,63.79249954223633,60.72549819946289,63.75849914550781,63.75849914550781,54872000,0.04884063690592688
47,2020-03-11,62.41350173950195,62.84650039672852,59.55699920654297,60.54499816894531,60.54499816894531,54732000,-0.05040113897958509
48,2020-03-12,56.13100051879883,59.4375,55.42350006103516,55.57749938964844,55.57749938964844,94326000,-0.08204639407925196
49,2020-03-13,58.7495002746582,60.720001220703125,55.61449813842773,60.7135009765625,60.7135009765625,79400000,0.0924115270265411
50,2020-03-16,54.480499267578125,57.27349853515625,53.354000091552734,53.650001525878906,53.650001525878906,96520000,-0.11634149467694754
51,2020-03-17,54.53200149536133,56.29999923706055,52.45500183105469,55.90299987792969,55.90299987792969,83194000,0.04199437629025993
52,2020-03-18,52.99700164794922,55.2495002746582,51.84999847412109,54.55950164794922,54.55950164794922,93044000,-0.02403266788748626
53,2020-03-19,54.4109992980957,57.63050079345703,52.77750015258789,55.58349990844727,55.58349990844727,74064000,0.01876846799491516
54,2020-03-20,56.54499816894531,56.92399978637695,53.10499954223633,53.41049957275391,53.41049957275391,82878000,-0.039094341653054476
55,2020-03-23,52.81850051879883,53.34550094604492,50.44350051879883,52.70650100708008,52.70650100708008,83672000,-0.013180902094257152
56,2020-03-24,55.19900131225586,56.666500091552734,54.32149887084961,56.5004997253418,56.5004997253418,72468000,0.07198350574916867
57,2020-03-25,56.229000091552734,57.30849838256836,54.1505012512207,55.08100128173828,55.08100128173828,90324000,-0.025123644047467364
58,2020-03-26,55.73600006103516,58.57400131225586,54.60150146484375,58.14599990844727,58.14599990844727,76562000,0.05564529611637914
59,2020-03-27,56.37350082397461,57.5525016784668,55.20000076293945,55.51300048828125,55.51300048828125,62794000,-0.045282554678082176
60,2020-03-30,56.63199996948242,57.54999923706055,54.92449951171875,57.31549835205078,57.31549835205078,58736000,0.03246983315466867
61,2020-03-31,57.436500549316406,58.66999816894531,56.83599853515625,58.09749984741211,58.09749984741211,65228000,0.013643805215790339
62,2020-04-01,56.20000076293945,56.47100067138672,54.67449951171875,55.10499954223633,55.10499954223633,51970000,-0.05150824584595404
63,2020-04-02,55.0,56.13850021362305,54.65650177001953,55.85150146484375,55.85150146484375,56410000,0.013546900078190705
64,2020-04-03,55.73550033569336,55.93949890136719,53.75400161743164,54.6349983215332,54.6349983215332,51374000,-0.021781028466643537
65,2020-04-06,56.650001525878906,59.53749847412109,56.25,59.15950012207031,59.15950012207031,63320000,0.08281325047197585
66,2020-04-07,60.85049819946289,61.03900146484375,58.86249923706055,59.12799835205078,59.12799835205078,61620000,-0.0005324887795625788
67,2020-04-08,60.15499877929688,60.744998931884766,59.1974983215332,60.34999847412109,60.34999847412109,40334000,0.02066703010635429
68,2020-04-09,60.90900039672852,61.0994987487793,59.62099838256836,60.32849884033203,60.32849884033203,54028000,-0.00035624911901654954
69,2020-04-13,60.07500076293945,60.72600173950195,59.11650085449219,60.52050018310547,60.52050018310547,38702000,0.0031825977185608867
70,2020-04-14,61.99850082397461,63.78749847412109,61.42699813842773,63.26150131225586,63.26150131225586,63358000,0.04529045729723746
71,2020-04-15,62.32550048828125,63.75550079345703,61.70000076293945,62.8650016784668,62.8650016784668,42236000,-0.006267629214677606
72,2020-04-16,63.35699844360352,63.667999267578125,61.90999984741211,62.87149810791016,62.87149810791016,57896000,0.00010333936641870878
73,2020-04-17,64.08499908447266,64.5,63.29999923706055,63.95000076293945,63.95000076293945,51050000,0.017154079153294477
74,2020-04-20,63.49449920654297,63.84099960327149,62.821998596191406,63.057498931884766,63.057498931884766,35292000,-0.013956244259686001
75,2020-04-21,62.135501861572266,62.5,60.25,60.608001708984375,60.608001708984375,49648000,-0.038845454773687726
76,2020-04-22,62.05550003051758,63.99399948120117,61.86000061035156,62.920501708984375,62.920501708984375,46296000,0.03815502796320036
77,2020-04-23,63.2869987487793,64.40750122070312,63.0265007019043,63.55849838256836,63.55849838256836,34202000,0.010139726420727024
78,2020-04-24,62.75,63.885501861572266,62.20000076293945,63.83000183105469,63.83000183105469,37402000,0.004271709612333918
79,2020-04-27,64.5999984741211,64.70500183105469,63.25299835205078,63.542999267578125,63.542999267578125,44186000,-0.004496358377619969
80,2020-04-28,64.16000366210938,64.23799896240234,61.51900100708008,61.62950134277344,61.62950134277344,80700000,-0.03011343416049639
81,2020-04-29,67.25,68.00749969482422,66.33650207519531,67.10900115966797,67.10900115966797,108358000,0.0889103383527059
82,2020-04-30,66.56800079345703,67.5,66.07499694824219,67.33499908447266,67.33499908447266,55842000,0.0033676246241094443
83,2020-05-01,66.20449829101562,67.57150268554688,65.48300170898438,65.86599731445312,65.86599731445312,48872000,-0.021816318259344603
84,2020-05-04,65.40650177001953,66.22350311279297,64.80049896240234,66.1449966430664,66.1449966430664,30806000,0.004235862812207891
85,2020-05-05,66.875,68.55049896240234,66.75150299072266,67.45099639892578,67.45099639892578,39666000,0.019744498029183433
86,2020-05-06,67.9000015258789,68.43450164794922,67.25650024414062,67.27149963378906,67.27149963378906,31732000,-0.0026611432702212667
87,2020-05-07,68.06549835205078,68.80000305175781,67.62699890136719,68.46399688720703,68.46399688720703,30652000,0.017726634011574927
88,2020-05-08,69.09100341796875,69.83200073242188,68.60050201416016,69.21700286865234,69.21700286865234,33326000,0.010998568819840848
89,2020-05-11,68.8395004272461,70.77649688720703,68.7750015258789,70.17949676513672,70.17949676513672,32718000,0.013905454680128493
90,2020-05-12,70.41100311279297,70.71649932861328,68.72550201416016,68.75900268554688,68.75900268554688,33918000,-0.020240870126836064
91,2020-05-13,68.80799865722656,69.2665023803711,66.40049743652344,67.41649627685547,67.41649627685547,40368000,-0.019524809206890925
92,2020-05-14,66.6760025024414,67.86849975585938,66.16500091552734,67.84300231933594,67.84300231933594,36660000,0.006326434419388516
93,2020-05-15,67.41300201416016,68.72899627685547,66.94999694824219,68.65299987792969,68.65299987792969,41544000,0.011939294118811228
94,2020-05-18,68.0790023803711,69.63800048828125,67.70999908447266,69.25900268554688,69.25900268554688,47094000,0.008827040459917335
95,2020-05-19,69.27400207519531,69.62449645996094,68.68800354003906,68.72000122070312,68.72000122070312,31586000,-0.007782402921551634
96,2020-05-20,69.45800018310547,70.60150146484375,69.37100219726562,70.45800018310547,70.45800018310547,38262000,0.025291020540301412
97,2020-05-21,70.54949951171875,70.822998046875,69.71949768066406,70.3375015258789,70.3375015258789,30894000,-0.0017102196615489396
98,2020-05-22,70.19499969482422,70.8499984741211,69.79750061035156,70.66200256347656,70.66200256347656,28544000,0.004613485417565899
99,2020-05-26,72.0979995727539,72.25550079345703,70.97000122070312,71.06849670410156,71.06849670410156,44590000,0.0057526552585294155
100,2020-05-27,71.0,71.26750183105469,69.7300033569336,71.01399993896484,71.01399993896484,31684000,-0.0007668202883708286
101,2020-05-28,70.0,72.2229995727539,69.9540023803711,70.91200256347656,70.91200256347656,35170000,-0.0014362995405968748
102,2020-05-29,71.02149963378906,71.83650207519531,70.79900360107422,71.6760025024414,71.6760025024414,37044000,0.010773915717313898
103,2020-06-01,71.28500366210938,72.0790023803711,71.11399841308594,71.74349975585938,71.74349975585938,25162000,0.0009416994679030122
104,2020-06-02,71.75,72.1500015258789,71.08049774169922,72.1155014038086,72.1155014038086,23442000,0.005185161711027897
105,2020-06-03,72.13500213623047,72.45050048828125,71.58100128173828,71.9625015258789,71.9625015258789,27732000,-0.0021215948714405908
106,2020-06-04,71.83899688720703,72.06600189208984,70.30049896240234,70.71499633789062,70.71499633789062,26982000,-0.01733548947766439
107,2020-06-05,70.78199768066406,72.31500244140625,70.38099670410156,72.0009994506836,72.0009994506836,42642000,0.018185719852804372
108,2020-06-08,71.31400299072266,72.44999694824219,71.2239990234375,72.4020004272461,72.4020004272461,33878000,0.005569380697793891
109,2020-06-09,72.26200103759766,73.38999938964844,72.11799621582031,72.60399627685547,72.60399627685547,33624000,0.002789920836681281
110,2020-06-10,73.07550048828125,73.63849639892578,72.71800231933594,73.23500061035156,73.23500061035156,31762000,0.008691041345574524
111,2020-06-11,72.05149841308594,72.58000183105469,69.92050170898438,70.09500122070312,70.09500122070312,47144000,-0.04287566550801136
112,2020-06-12,71.29299926757812,71.72550201416016,69.29000091552734,70.64600372314453,70.64600372314453,36676000,0.007860795960420885
113,2020-06-15,69.47450256347656,71.25,69.36000061035156,71.03700256347656,71.03700256347656,30468000,0.005534620781443289
114,2020-06-16,72.44999694824219,72.8584976196289,71.44950103759766,72.32350158691406,72.32350158691406,30648000,0.018110266157245647
115,2020-06-17,72.64700317382812,73.11000061035156,71.75650024414062,72.62699890136719,72.62699890136719,30610000,0.004196385791531476
116,2020-06-18,72.49250030517578,72.64849853515625,71.31199645996094,71.70600128173828,71.70600128173828,34862000,-0.012681201668262365
117,2020-06-19,72.0,72.2249984741211,70.94999694824219,71.23200225830078,71.23200225830078,52784000,-0.0066103117586368
118,2020-06-22,71.25050354003906,72.54750061035156,70.95950317382812,72.53299713134766,72.53299713134766,29442000,0.018264190698012772
119,2020-06-23,72.5999984741211,73.76000213623047,72.25,73.1989974975586,73.1989974975586,37752000,0.009182032902968373
120,2020-06-24,73.16400146484375,73.78949737548828,71.5,71.63500213623047,71.63500213623047,31592000,-0.021366349469202572
121,2020-06-25,71.56099700927734,72.11599731445312,70.97699737548828,72.05500030517578,72.05500030517578,23958000,0.005863030033091743
122,2020-06-26,71.63150024414062,71.85099792480469,67.75,68.12699890136719,68.12699890136719,97640000,-0.054513932234713236
123,2020-06-29,68.01699829101562,69.9000015258789,67.5824966430664,69.8584976196289,69.8584976196289,45074000,0.02541574920639822
124,2020-06-30,69.84400177001953,71.19999694824219,69.34649658203125,70.90249633789062,70.90249633789062,40286000,0.014944477104935183
125,2020-07-01,70.95850372314453,72.42400360107422,70.70899963378906,72.0999984741211,72.0999984741211,42182000,0.01688942136146654
